Datetime,Open,High,Low,Close,Volume,r1,r2,ret1,ret2,ma5,ma15,ma20,vol_mean20,vol_norm,vol,close_ma5_diff,close_ma15_diff,rsi14,lag1_close,lag1_ret,target,pred,exit_close,forward_return,strategy_ret,cum_strategy,cum_buyhold
2025-07-21 10:50:00+05:30,1444.0999755859375,1444.199951171875,1443.0,1444.0999755859375,110978,0.0,-6.922558462651995e-05,0.0,-6.922558462651995e-05,1444.419970703125,1445.6999918619792,1445.1849853515625,233506.0,0.47526830145691984,110978,-0.00022153883474177835,-0.0011067415681312316,48.412598401918785,1444.0999755859375,-6.922558462651995e-05,1,0,1445.0,0.0006232424550089988,0.0,1.0,1.000623242455009
2025-07-21 10:55:00+05:30,1444.0999755859375,1445.5,1444.0,1444.800048828125,110110,0.0004847817007291866,0.0004847817007291866,0.0004847817007291866,0.0004847817007291866,1444.339990234375,1445.7199951171874,1444.9749877929687,239011.5,0.46068913002093853,110110,0.0003185251373363401,-0.0006363239715635278,44.91548212244981,1444.0999755859375,0.0,1,0,1445.5,0.00048446231189069877,0.0,1.0,1.0011080067043803
2025-07-21 11:00:00+05:30,1444.800048828125,1445.300048828125,1444.0,1445.0999755859375,163690,0.00020759049534624374,0.0006924728321489049,0.00020759049534624374,0.0006924728321489049,1444.4599853515624,1445.6599934895833,1444.8499877929687,225655.0,0.7253993928785061,163690,0.0004430653952791103,-0.000387378710185913,36.27420469422178,1444.800048828125,0.0004847817007291866,0,0,1444.9000244140625,-0.0001383649403177145,0.0,1.0,1.000969488454781
2025-07-21 11:05:00+05:30,1445.0999755859375,1445.0999755859375,1444.699951171875,1445.0,130681,-6.918247015885726e-05,0.0001383936635641625,-6.918247015885726e-05,0.0001383936635641625,1444.6199951171875,1445.466658528646,1444.889990234375,212026.35,0.6163432045120778,130681,0.0002630483338847951,-0.0003228428175026792,32.65280696871133,1445.0999755859375,0.00020759049534624374,1,0,1444.300048828125,-0.00048439527465393706,0.0,1.0,1.0004846235645009
2025-07-21 11:10:00+05:30,1445.0,1446.0,1444.9000244140625,1445.5,100480,0.000346020761245569,0.00027681435251580844,0.000346020761245569,0.00027681435251580844,1444.9,1445.2733235677083,1445.2299926757812,196081.2,0.512440764336405,100480,0.0004152536507713293,0.00015683983686350854,52.857366966114334,1445.0,-6.918247015885726e-05,0,0,1444.0999755859375,-0.0009685398921220889,0.0,1.0,0.9995156142951239
2025-07-21 11:15:00+05:30,1445.5,1446.0,1444.0999755859375,1444.9000244140625,104613,-0.00041506439705119025,-6.918725670412851e-05,-0.00041506439705119025,-6.918725670412851e-05,1445.060009765625,1445.2599934895834,1445.5399963378907,185180.45,0.5649246451231728,104613,-0.00011071190848904048,-0.00024906873305992425,38.094868927898304,1445.5,0.000346020761245569,0,0,1445.0,6.919204391175882e-05,0.0,1.0,0.9995847728233987
2025-07-21 11:20:00+05:30,1444.699951171875,1445.4000244140625,1444.199951171875,1444.300048828125,46099,-0.0004152367470412477,-0.0008301287941023805,-0.0004152367470412477,-0.0008301287941023805,1444.960009765625,1445.1199951171875,1445.5299987792969,175082.95,0.26329805386532346,46099,-0.0004567330120136927,-0.0005673897612879141,29.6869932781822,1444.9000244140625,-0.00041506439705119025,0,0,1443.4000244140625,-0.0006231561196669011,0.0,1.0,0.998961875455088
2025-07-21 11:25:00+05:30,1444.300048828125,1444.9000244140625,1444.0,1444.0999755859375,81645,-0.00013852609251785442,-0.000553705318435016,-0.00013852609251785442,-0.000553705318435016,1444.760009765625,1444.9333251953126,1445.4349975585938,161830.9,0.5045081007397197,81645,-0.0004568469332108082,-0.0005767391441829123,25.396733071504954,1444.300048828125,-0.0004152367470412477,1,0,1441.5,-0.0018004124575118352,0.0,1.0,0.9971633320499392
2025-07-21 11:30:00+05:30,1444.199951171875,1445.0999755859375,1444.0,1445.0,88474,0.0006232424550089988,0.0004846300271490467,0.0006232424550089988,0.0004846300271490467,1444.760009765625,1444.7866617838542,1445.2899963378907,151275.85,0.5848521095733352,88474,0.000166110795393462,0.00014766070437154002,42.37270591811721,1444.0999755859375,-0.00013852609251785442,0,0,1440.5,-0.0031141868512111204,0.0,1.0,0.9940579791127594
2025-07-21 11:35:00+05:30,1445.0,1445.199951171875,1443.4000244140625,1443.4000244140625,116196,-0.0011072495404411686,-0.0004846971703541536,-0.0011072495404411686,-0.0004846971703541536,1444.3400146484375,1444.6199951171875,1445.0399963378907,145096.9,0.8008165577624278,116196,-0.000650809521886157,-0.0008444924667024227,37.31370469191717,1445.0,0.0006232424550089988,0,0,1439.5999755859375,-0.0026327066397741072,0.0,1.0,0.9914409160708288
2025-07-21 11:40:00+05:30,1443.800048828125,1443.9000244140625,1441.0,1441.5,181636,-0.001316353319886998,-0.0024221453287197603,-0.001316353319886998,-0.0024221453287197603,1443.660009765625,1444.3799967447917,1444.8599975585937,139106.45,1.3057338462738335,181636,-0.0014962039199065073,-0.001993932864814225,28.235581295406107,1443.4000244140625,-0.0011072495404411686,0,0,1438.800048828125,-0.0018730150342525231,0.0,1.0,0.9895839323294551
2025-07-21 11:45:00+05:30,1441.5,1441.5999755859375,1440.199951171875,1440.5,91246,-0.0006937218175511184,-0.0020091619544205797,-0.0006937218175511184,-0.0020091619544205797,1442.9,1444.0666666666666,1444.5649963378905,130698.8,0.6981395391541414,91246,-0.0016633169311791722,-0.0024698767369909997,27.272853334333902,1441.5,-0.001316353319886998,0,0,1437.5999755859375,-0.0020132068129555813,0.0,1.0,0.9875916952148981
2025-07-21 11:50:00+05:30,1440.5,1440.5999755859375,1439.0999755859375,1439.5999755859375,240213,-0.000624800009762283,-0.0013180883899149842,-0.000624800009762283,-0.0013180883899149842,1442.0,1443.7399983723958,1444.1999938964843,135811.7,1.768720957030935,240213,-0.0016643719931073756,-0.0028675681155351388,25.532108266629095,1440.5,-0.0006937218175511184,0,0,1438.0999755859375,-0.0010419561165868618,0.0,1.0,0.9865626680073786
2025-07-21 11:55:00+05:30,1439.699951171875,1440.0,1438.800048828125,1438.800048828125,196377,-0.0005556590520827687,-0.0011801118860638171,-0.0005556590520827687,-0.0011801118860638171,1440.760009765625,1443.3800048828125,1443.7799987792969,127298.7,1.5426473326121826,196377,-0.0013603660042018208,-0.0031730771101101487,23.762675368021206,1439.5999755859375,-0.000624800009762283,0,0,1437.699951171875,-0.0007645938413374243,0.0,1.0,0.9858083482673267
2025-07-21 12:00:00+05:30,1439.0,1439.4000244140625,1437.0999755859375,1437.5999755859375,209609,-0.0008340792337093728,-0.0013892748221157047,-0.0008340792337093728,-0.0013892748221157047,1439.6,1442.946671549479,1443.3649963378907,133773.5,1.5668947885791913,209609,-0.001389291757475007,-0.0037054009472134264,21.239062304895043,1438.800048828125,-0.0005556590520827687,1,0,1434.5999755859375,-0.002086811387693066,0.0,1.0,0.9837511521800795
2025-07-21 12:05:00+05:30,1437.5999755859375,1438.4000244140625,1437.300048828125,1438.0999755859375,148566,0.00034780189794880734,-0.00048656743010100367,0.00034780189794880734,-0.00048656743010100367,1438.9199951171875,1442.5466715494792,1443.0149963378906,134598.8,1.1037691272136076,148566,-0.0005698854238123234,-0.00308253178301839,19.819423493934423,1437.5999755859375,-0.0008340792337093728,0,0,1435.0,-0.0021556050612367983,0.0,1.0,0.9816305732174425
2025-07-21 12:10:00+05:30,1438.199951171875,1438.800048828125,1437.5,1437.699951171875,143201,-0.00027816175568706747,6.954339707521129e-05,-0.00027816175568706747,6.954339707521129e-05,1438.3599853515625,1442.073331705729,1442.6399963378906,135330.8,1.058155275813037,143201,-0.00045887968687179255,-0.00303270328747988,16.964392737456677,1438.0999755859375,0.00034780189794880734,0,0,1434.4000244140625,-0.002295281957214179,0.0,1.0,0.9793774542740867
2025-07-21 12:15:00+05:30,1437.9000244140625,1438.0,1434.0999755859375,1434.5999755859375,473225,-0.0021562048349592633,-0.0024337668169238658,-0.0021562048349592633,-0.0024337668169238658,1437.3599853515625,1441.3733317057292,1442.1449951171876,152191.3,3.1094090135244064,473225,-0.001920193823225162,-0.004699237852396933,13.38038459227377,1437.699951171875,-0.00027816175568706747,1,0,1435.300048828125,0.00048799195183413246,0.0,1.0,0.9798553825895803
2025-07-21 12:20:00+05:30,1434.5999755859375,1435.5,1434.0,1435.0,165783,0.0002788403881710533,-0.0018779656837814018,0.0002788403881710533,-0.0018779656837814018,1436.5999755859375,1440.7066650390625,1441.6849975585938,153236.15,1.0818791779876937,165783,-0.0011137238014248287,-0.0039610180042471115,12.766215314401322,1434.5999755859375,-0.0021562048349592633,0,0,1435.199951171875,0.00013933879573180263,0.0,1.0,0.9799919144585816
2025-07-21 12:25:00+05:30,1435.0,1435.5,1434.4000244140625,1434.4000244140625,174499,-0.00041810145361498297,-0.0001393776490156151,-0.00041810145361498297,-0.0001393776490156151,1435.9599853515624,1439.9666666666667,1441.2,153866.05,1.1340968329270744,174499,-0.0010863540442715759,-0.003865813272946363,12.766215314401322,1435.0,0.0002788403881710533,1,0,1435.9000244140625,0.0010457333898978849,0.0,1.0,0.9810167247253608
2025-07-21 12:30:00+05:30,1434.5,1435.5999755859375,1433.0,1435.300048828125,294085,0.0006274570543389757,0.00020909326001739004,0.0006274570543389757,0.00020909326001739004,1435.4,1439.3266682942708,1440.7600036621093,163021.4,1.8039656143303777,294085,-6.963297469348009e-05,-0.002797571638768359,18.750317869975788,1434.4000244140625,-0.00041810145361498297,0,0,1436.0,0.00048766888320428414,0.0,1.0,0.9814951360559123
